bref_id,mlb_depth,debut,espn_id,cbs_name,mlb_name,bref_name,bats,lahman_id,retro_id,espn_pos,nfbc_id,yahoo_name,espn_name,yahoo_pos,nfbc_name,birth_year,mlb_id,fg_name,retro_name,wb_years,cbs_id,yahoo_id,mlb_team,bp_id,cbs_pos,nfbc_pos,mlb_team_long,fg_id,throws,mlb_pos
achteaj01,,9/3/2014,33637,A.J. Achter,A.J. Achter,A.J. Achter,R,achteaj01,achta001,RP,9824,A.J. Achter,A.J. Achter,RP,A.J. Achter,1988,592091,A.J. Achter,A.J. Achter,0.076,2146207,9824,LAA,66919,RP,P,Los Angeles Angels,11387,R,P
burnea.01,,8/17/1999,4153,A.J. Burnett,A.J. Burnett,A.J. Burnett,R,burneaj01,burna001,SP,6314,A.J. Burnett,A.J. Burnett,SP,A.J. Burnett,1977,150359,A.J. Burnett,A.J. Burnett,-1,21508,6314,PIT,493,SP,P,Pittsburgh Pirates,512,R,P
coleaj01,RP10,4/28/2015,31595,A.J. Cole,A.J. Cole,A.J. Cole,R,,colea002,RP,9638,A.J. Cole,A.J. Cole,RP/SP,A.J. Cole,1992,595918,A.J. Cole,A.J. Cole,0.047,1839916,9638,WSH,68086,RP,P,Washington Nationals,11467,R,P
ellisaj01,C2,9/15/2008,29258,A.J. Ellis,A.J. Ellis,A.J. Ellis,R,ellisaj01,ellia001,C,8373,A.J. Ellis,A.J. Ellis,C,A.J. Ellis,1981,454560,A.J. Ellis,A.J. Ellis,5.151,1104367,8373,LAD,47564,C,C,Los Angeles Dodgers,5677,R,C
griffaj01,,6/24/2012,32559,A.J. Griffin,A.J. Griffin,A.J. Griffin,R,griffaj01,grifa002,SP,9220,A.J. Griffin,A.J. Griffin,SP,A.J. Griffin,1988,456167,A.J. Griffin,A.J. Griffin,3.0,1974327,9220,OAK,65757,SP,P,Oakland Athletics,11132,R,P
,,,31050,A.J. Jimenez,A.J. Jimenez,,R,,,C,,,A.J. Jimenez,,,1990,543362,A.J. Jimenez,,0,1798970,,TOR,58320,C,,Toronto Blue Jays,sa454887,R,C
pierza.01,C1,9/9/1998,3948,A.J. Pierzynski,A.J. Pierzynski,A.J. Pierzynski,L,pierzaj01,piera001,C,6109,A.J. Pierzynski,A.J. Pierzynski,C,A.J. Pierzynski,1976,150229,A.J. Pierzynski,A.J. Pierzynski,15.1,18720,6109,ATL,1501,C,C,Atlanta Braves,746,R,C
polloaj01,CF1,4/18/2012,30699,A.J. Pollock,A.J. Pollock,A.J. Pollock,R,polloaj01,polla001,CF,9157,A.J. Pollock,A.J. Pollock,CF,A.J. Pollock,1987,572041,A.J. Pollock,A.J. Pollock,3.052,1740992,9157,ARI,60932,CF,CF,Arizona Diamondbacks,9256,R,CF
ramosaj01,RP1,9/4/2012,32104,A.J. Ramos,A.J. Ramos,A.J. Ramos,R,ramosaj01,ramoa001,RP,9298,A.J. Ramos,A.J. Ramos,RP,A.J. Ramos,1986,573109,A.J. Ramos,A.J. Ramos,3.03,1945284,9298,MIA,60504,RP,P,Miami Marlins,8350,R,P
schugaj01,,4/12/2015,32202,A.J. Schugel,A.J. Schugel,A.J. Schugel,R,,schua001,SP,9927,A.J. Schugel,A.J. Schugel,RP,A.J. Schugel,1989,519263,Andrew Schugel,A.J. Schugel,0.04,1953535,9927,PIT,65910,SP,P,Pittsburgh Pirates,11432,R,P
altheaa01,LF1,6/16/2014,31738,Aaron Altherr,Aaron Altherr,Aaron Altherr,R,altheaa01,altha001,LF,9734,Aaron Altherr,Aaron Altherr,LF,Aaron Altherr,1991,571437,Aaron Altherr,Aaron Altherr,0.054,2107840,9734,PHI,59584,LF,LF,Philadelphia Phillies,11270,R,CF
barreaa01,RP2,3/31/2014,33005,Aaron Barrett,Aaron Barrett,Aaron Barrett,R,barreaa01,barra001,RP,9650,Aaron Barrett,Aaron Barrett,RP,Aaron Barrett,1988,502578,Aaron Barrett,Aaron Barrett,1.144,2052550,9650,WSH,65829,RP,P,Washington Nationals,11243,R,P
brookaa01,,5/3/2014,33124,Aaron Brooks,Aaron Brooks,Aaron Brooks,R,brookaa01,brooa001,SP,9668,Aarón Brooks,Aaron Brooks,RP,Aaron Brooks,1990,605156,Aaron Brooks,Aaron Brooks,0.07,2113510,9668,CHC,69523,SP,P,Chicago Cubs,12272,R,P
crowaa01,,3/31/2011,30495,Aaron Crow,Aaron Crow,Aaron Crow,R,crowaa01,crowa001,RP,8662,Aaron Crow,Aaron Crow,RP,Aaron Crow,1986,543070,Aaron Crow,Aaron Crow,5.0,1707904,8662,MIA,61058,RP,P,Miami Marlins,10149,R,P
cunniaa01,,8/31/2008,28969,Aaron Cunningham,Aaron Cunningham,Aaron Cunningham,R,cunniaa01,cunna001,LF,8186,Aaron Cunningham,Aaron Cunningham,LF,Aaron Cunningham,1986,488811,Aaron Cunningham,Aaron Cunningham,-1,1208650,8186,CHC,49302,LF,OF,Chicago Cubs,4087,R,OF
haranaa01,,5/25/2002,5181,Aaron Harang,Aaron Harang,Aaron Harang,R,haranaa01,haraa001,SP,6936,Aaron Harang,Aaron Harang,SP,Aaron Harang,1978,421685,Aaron Harang,Aaron Harang,-1,306411,6936,PHI,932,SP,P,Philadelphia Phillies,1451,R,P
hicksaa01,LF2,4/1/2013,31253,Aaron Hicks,Aaron Hicks,Aaron Hicks,S,hicksaa01,hicka001,CF,9325,Aaron Hicks,Aaron Hicks,CF,Aaron Hicks,1989,543305,Aaron Hicks,Aaron Hicks,2.041,1669559,9325,NYY,57967,CF,CF,New York Yankees,5297,R,CF
hillaa01,2B2,5/20/2005,6190,Aaron Hill,Aaron Hill,Aaron Hill,R,hillaa01,hilla001,2B,7483,Aaron Hill,Aaron Hill,2B/3B,Aaron Hill,1982,431094,Aaron Hill,Aaron Hill,10.136,484952,7483,MIL,45430,2B,2B,Milwaukee Brewers,6104,R,3B
laffeaa01,,8/4/2007,28835,Aaron Laffey,Aaron Laffey,Aaron Laffey,L,laffeaa01,laffa001,SP,8075,Aaron Laffey,Aaron Laffey,RP/SP,Aaron Laffey,1985,444836,Aaron Laffey,Aaron Laffey,-1,1200054,8075,COL,46279,RP,P,Colorado Rockies,6248,L,P
loupaa01,RP4,7/14/2012,32397,Aaron Loup,Aaron Loup,Aaron Loup,L,loupaa01,loupa001,RP,9236,Aaron Loup,Aaron Loup,RP,Aaron Loup,1987,571901,Aaron Loup,Aaron Loup,3.083,1960798,9236,TOR,60619,RP,P,Toronto Blue Jays,10343,L,P
nolaaa01,SP3,7/21/2015,33709,Aaron Nola,Aaron Nola,Aaron Nola,R,,nolaa001,SP,9882,Aaron Nola,Aaron Nola,SP,Aaron Nola,1993,605400,Aaron Nola,Aaron Nola,0.076,2133925,9882,PHI,70943,SP,P,Philadelphia Phillies,16149,R,P
poredaa01,,6/12/2009,30009,Aaron Poreda,Aaron Poreda,Aaron Poreda,L,poredaa01,porea001,RP,8391,Aaron Poreda,Aaron Poreda,RP,Aaron Poreda,1986,519145,Aaron Poreda,Aaron Poreda,-1,1629160,8391,TEX,57147,SP,P,Texas Rangers,4313,L,P
sanchaa01,SP5,7/23/2014,31254,Aaron Sanchez,Aaron Sanchez,Aaron Sanchez,R,sanchaa01,sanca006,RP,9635,Aarón Sánchez,Aaron Sanchez,SP/RP,Aaron Sanchez,1992,592717,Aaron Sanchez,Aaron Sanchez,1.069,1757987,9635,TOR,67107,RP,P,Toronto Blue Jays,11490,R,P
thompaa01,,8/24/2011,29775,Aaron Thompson,Aaron Thompson,Aaron Thompson,L,thompaa01,thoma003,RP,9025,Aaron Thompson,Aaron Thompson,RP,Aaron Thompson,1987,457744,Aaron Thompson,Aaron Thompson,-1,1199460,9025,MIN,49018,RP,P,Minnesota Twins,999,L,P
delosab01,,7/21/2015,34823,Abel De Los Santos,Abel De Los Santos,Abel De Los Santos,R,,deloa001,RP,10028,Abel De los Santos,Abel De Los Santos,RP,Abel De los Santos,1992,593582,Abel De Los Santos,Abel de los Santos,0.006,2179143,10028,WSH,67361,RP,P,Washington Nationals,12962,R,P
almonab01,CF1,8/30/2013,31474,Abraham Almonte,Abraham Almonte,Abraham Almonte,S,almonab01,almoa001,CF,9506,Abraham Almonte,Abraham Almonte,CF/RF,Abraham Almonte,1989,501659,Abraham Almonte,Abraham Almonte,1.052,1813191,9506,CLE,50910,CF,CF,Cleveland Indians,5486,R,CF
,,,33198,Adalberto Mejia,Adalberto Mejia,,R,,,SP,9891,Adalberto Mejía,Adalberto Mejia,RP,Adalberto Mejia,1993,606167,Adalberto Mejia,,0,2117045,9891,SF,69644,SP,P,San Francisco Giants,sa596976,L,P
conlead01,SP7,6/10/2015,32669,Adam Conley,Adam Conley,Adam Conley,L,,conla001,SP,9993,Adam Conley,Adam Conley,SP/RP,Adam Conley,1990,543045,Adam Conley,Adam Conley,0.07,2042428,9993,MIA,70300,SP,P,Miami Marlins,14457,L,P
duvalad01,LF1,6/26/2014,32664,Adam Duvall,Adam Duvall,Adam Duvall,R,duvalad01,duvaa001,1B,9747,Adam Duvall,Adam Duvall,LF/1B,Adam Duvall,1988,594807,Adam Duvall,Adam Duvall,0.096,2042091,9747,CIN,67744,1B,LF,Cincinnati Reds,10950,R,1B
eatonad02,CF1,9/4/2012,32068,Adam Eaton,Adam Eaton,Adam Eaton,L,eatonad02,eatoa002,CF,9302,Adam Eaton,Adam Eaton,CF,Adam Eaton,1988,594809,Adam Eaton,Adam Eaton,3.03,1808563,9302,CWS,67746,CF,CF,Chicago White Sox,11205,L,CF
jonesad01,CF1,7/14/2006,28513,Adam Jones,Adam Jones,Adam Jones,R,jonesad01,jonea003,CF,7812,Adam Jones,Adam Jones,CF,Adam Jones,1985,430945,Adam Jones,Adam Jones,8.139,479388,7812,BAL,45435,CF,CF,Baltimore Orioles,6368,R,CF
larocad01,1B2,4/7/2004,5879,Adam LaRoche,Adam LaRoche,Adam LaRoche,L,larocad01,laroa001,DH,7253,Adam LaRoche,Adam LaRoche,1B/DH,Adam LaRoche,1979,425560,Adam LaRoche,Adam LaRoche,-1,390776,7253,CWS,31351,DH,1B,Chicago White Sox,1904,L,DH
liberad01,RP9,4/17/2015,32622,Adam Liberatore,Adam Liberatore,Adam Liberatore,L,,libea001,RP,9936,Adam Liberatore,Adam Liberatore,RP,Adam Liberatore,1987,571893,Adam Liberatore,Adam Liberatore,0.106,2036145,9936,LAD,66565,RP,P,Los Angeles Dodgers,10637,L,P
lindad01,1B1,9/2/2006,28579,Adam Lind,Adam Lind,Adam Lind,L,lindad01,linda001,1B,7859,Adam Lind,Adam Lind,1B,Adam Lind,1983,452252,Adam Lind,Adam Lind,8.058,547682,7859,SEA,48037,1B,1B,Seattle Mariners,8027,L,1B
loewead01,,5/23/2006,5502,Adam Loewen,Adam Loewen,Adam Loewen,L,loewead01,loewa001,RP,7144,Adam Loewen,Adam Loewen,RP,Adam Loewen,1984,429400,Adam Loewen,Adam Loewen,-1,448946,7144,PHI,45549,RP,P,Philadelphia Phillies,2134,L,P
mooread01,,9/17/2009,29491,Adam Moore,Adam Moore,Adam Moore,R,mooread01,moora001,C,8597,Adam Moore,Adam Moore,C,Adam Moore,1984,446192,Adam Moore,Adam Moore,-1,1225742,8597,CLE,52441,C,C,Cleveland Indians,9362,R,C
morgaad01,SP7,6/21/2015,32636,Adam Morgan,Adam Morgan,Adam Morgan,L,,morga001,SP,10005,Adam Morgan,Adam Morgan,SP,Adam Morgan,1990,605388,Adam Morgan,Adam Morgan,0.106,2039892,10005,PHI,70472,SP,P,Philadelphia Phillies,12580,L,P
ottavad01,,5/29/2010,29705,Adam Ottavino,Adam Ottavino,Adam Ottavino,S,ottavad01,ottaa001,RP,8736,Adam Ottavino,Adam Ottavino,RP,Adam Ottavino,1985,493603,Adam Ottavino,Adam Ottavino,4.087,1537191,8736,COL,51434,RP,P,Colorado Rockies,1247,R,P
rosalad01,,8/9/2008,29206,Adam Rosales,Adam Rosales,Adam Rosales,R,rosalad01,rosaa001,2B,8320,Adam Rosales,Adam Rosales,2B/3B,Adam Rosales,1983,489267,Adam Rosales,Adam Rosales,-1,1102977,8320,TEX,49545,2B,2B,Texas Rangers,9682,R,2B
wainwad01,SP1,9/11/2005,5403,Adam Wainwright,Adam Wainwright,Adam Wainwright,R,wainwad01,waina001,SP,7048,Adam Wainwright,Adam Wainwright,SP,Adam Wainwright,1981,425794,Adam Wainwright,Adam Wainwright,10.027,389743,7048,STL,31361,SP,P,St. Louis Cardinals,2233,R,P
,,,33602,Adam Brett Walker,Adam Walker,,R,,,RF,,,Adam Brett Walker,,,1991,608724,Adam Brett Walker,,0,2064798,,MIN,100326,RF,,Minnesota Twins,sa621791,R,RF
warread01,RP8,6/29/2012,31101,Adam Warren,Adam Warren,Adam Warren,R,warread01,warra001,SP,9224,Adam Warren,Adam Warren,SP,Adam Warren,1987,476589,Adam Warren,Adam Warren,3.036,1800946,9224,CHC,60759,SP,P,Chicago Cubs,9029,R,P
wilkad01,,5/26/2011,31135,Adam Wilk,Adam Wilk,Adam Wilk,L,wilkad01,wilka001,RP,8940,Adam Wilk,Adam Wilk,RP/SP,Adam Wilk,1987,573244,Adam Wilk,Adam Wilk,-1,1794305,8940,LAA,60566,RP,P,Los Angeles Angels,8421,L,P
reedad01,RP2,9/4/2011,31493,Addison Reed,Addison Reed,Addison Reed,L,reedad01,reeda001,RP,9053,Addison Reed,Addison Reed,RP,Addison Reed,1988,592665,Addison Reed,Addison Reed,4.001,1813264,9053,NYM,67085,RP,P,New York Mets,10586,R,P
russead02,SS1,4/21/2015,32656,Addison Russell,Addison Russell,Addison Russell,R,,russa002,2B,9604,Addison Russell,Addison Russell,2B/SS,Addison Russell,1994,608365,Addison Russell,Addison Russell,0.167,2000032,9604,CHC,70633,2B,2B,Chicago Cubs,14106,R,2B
hechaad01,SS1,8/4/2012,31049,Adeiny Hechavarria,Adeiny Hechavarria,Adeiny Hechavarria,R,hechaad01,hecha001,SS,9259,Adeiny Hechavarria,Adeiny Hechavarria,SS/3B,Adeiny Hechavarria,1989,588751,Adeiny Hechavarria,Adeiny Hechavarria,3.06,1744722,9259,MIA,66810,SS,SS,Miami Marlins,10459,R,SS
garciad01,3B1,5/19/2015,33080,Adonis Garcia,Adonis Garcia,Adonis Garcia,R,,garca004,3B,9966,Adonis Garcia,Adonis Garcia,3B/LF,Adonis Garcia,1985,611177,Adonis Garcia,Adonis Garcia,-1,2040763,9966,ATL,100357,3B,3B,Atlanta Braves,13777,R,3B
beltrad01,3B1,6/24/1998,3878,Adrian Beltre,Adrian Beltre,Adrian Beltre,R,beltrad01,belta001,3B,6039,Adrián Béltre,Adrian Beltre,3B,Adrian Beltre,1979,134181,Adrian Beltre,Adrian Beltre,17.096,11491,6039,TEX,340,3B,3B,Texas Rangers,639,R,3B
gonzaad01,1B1,4/18/2004,5405,Adrian Gonzalez,Adrian Gonzalez,Adrian Gonzalez,L,gonzaad01,gonza003,1B,7054,Adrián González,Adrian Gonzalez,1B,Adrian Gonzalez,1982,408236,Adrian Gonzalez,Adrian Gonzalez,10.108,288903,7054,LAD,31485,1B,1B,Los Angeles Dodgers,1908,L,1B
housead01,,9/26/2015,32157,Adrian Houser,Adrian Houser,Adrian Houser,R,,housa001,SP,10098,Adrian Houser,Adrian Houser,RP,Adrian Houser,1993,605288,Adrian Houser,Adrian Houser,0.013,1947840,10098,MIL,69545,SP,P,Milwaukee Brewers,12718,R,P
nietoad01,,4/2/2014,33007,Adrian Nieto,Adrian Nieto,Adrian Nieto,S,nietoad01,nieta001,C,9647,Adrián Nieto,Adrian Nieto,C,Adrian Nieto,1989,543589,Adrian Nieto,Adrian Nieto,-1,2052553,9647,CWS,58494,C,C,Chicago White Sox,10294,R,C
chambad01,,9/6/2011,30811,Adron Chambers,Adron Chambers,Adron Chambers,L,chambad01,chama002,LF,9070,Adron Chambers,Adron Chambers,CF/LF,Adron Chambers,1986,518545,Adron Chambers,Adron Chambers,-1,1741047,9070,HOU,55708,CF,OF,Houston Astros,7995,L,OF
morriak01,,6/17/2015,33649,Akeel Morris,Akeel Morris,Akeel Morris,R,,morra001,RP,9997,Akeel Morris,Akeel Morris,RP,Akeel Morris,1992,592570,Akeel Morris,Akeel Morris,0.003,2159739,9997,NYM,67057,RP,P,New York Mets,12185,R,P
albural01,RP5,4/15/2011,30494,Al Alburquerque,Al Alburquerque,Al Alburquerque,R,albural01,albua001,RP,8843,Al Alburquerque,Al Alburquerque,RP,Al Alburquerque,1986,456379,Al Alburquerque,Al Alburquerque,4.147,1725468,8843,LAA,52489,RP,P,Los Angeles Angels,6324,R,P
pujolal01,1B1,4/2/2001,4574,Albert Pujols,Albert Pujols,Albert Pujols,R,pujolal01,pujoa001,1B,6619,Albert Pujols,Albert Pujols,1B,Albert Pujols,1980,405395,Albert Pujols,Albert Pujols,15.0,223571,6619,LAA,204,1B,1B,Los Angeles Angels,1177,R,1B
cabreal03,,8/1/2012,31108,Alberto Cabrera,Alberto Cabrera,Alberto Cabrera,R,cabreal03,cabra003,RP,9253,Alberto Cabrera,Alberto Cabrera,RP,Alberto Cabrera,1988,501227,Alberto Cabrera,Alberto Cabrera,-1,1784685,9253,CHC,51738,RP,P,Chicago Cubs,8352,R,P
callaal01,,8/6/2006,28541,Alberto Callaspo,Alberto Callaspo,Alberto Callaspo,S,callaal01,calla001,3B,7832,Alberto Callaspo,Alberto Callaspo,3B/2B,Alberto Callaspo,1983,430948,Alberto Callaspo,Alberto Callaspo,-1,479166,7832,LAD,33433,3B,3B,Los Angeles Dodgers,3336,R,3B
gonzaal03,,9/1/2007,28876,Alberto Gonzalez,Alberto Gonzalez,Alberto Gonzalez,R,gonzaal03,gonza005,SS,8111,Alberto González,Alberto Gonzalez,2B/3B,Alberto Gonzalez,1983,471868,Alberto Gonzalez,Alberto Gonzalez,-1,1103849,8111,NYY,47675,SS,2B,New York Yankees,4906,R,SS
escobal02,SS1,9/3/2008,29229,Alcides Escobar,Alcides Escobar,Alcides Escobar,R,escobal02,escoa003,SS,8344,Alcides Escobar,Alcides Escobar,SS,Alcides Escobar,1986,444876,Alcides Escobar,Alcides Escobar,6.082,547241,8344,KC,47625,SS,SS,Kansas City Royals,6310,R,SS
asheral01,,8/30/2015,33787,Alec Asher,Alec Asher,Alec Asher,R,,ashea001,SP,10063,Alec Asher,Alec Asher,SP,Alec Asher,1991,594742,Alec Asher,Alec Asher,0.036,2118803,10063,PHI,68743,SP,P,Philadelphia Phillies,13560,R,P
,,,34863,Alec Mills,Alec Mills,,R,,,SP,,,Alec Mills,,,1991,621219,Alec Mills,,0,2210232,,KC,100555,SP,,Kansas City Royals,sa658528,R,P
,,,33390,Aledmys Diaz,Aledmys Diaz,,R,,,SS,10245,Aledmys Diaz,Aledmys Diaz,SS/2B,Aledmys Diaz,1990,649557,Aledmys Diaz,,0,2119877,10245,STL,34706,SS,SS,St. Louis Cardinals,sa803159,R,SS
deazaal01,LF2,4/2/2007,28728,Alejandro De Aza,Alejandro De Aza,Alejandro De Aza,L,deazaal01,deaza001,LF,7996,Alejandro De Aza,Alejandro De Aza,LF/RF,Alejandro De Aza,1984,457477,Alejandro De Aza,Alejandro de Aza,6.139,1104254,7996,NYM,45858,LF,LF,New York Mets,3371,L,LF
,,,32560,Alen Hanson,Alen Hanson,,S,,,SS,9611,Alen Hanson,Alen Hanson,SS,Alen Hanson,1992,593700,Alen Hanson,,0,1992535,9611,PIT,67472,SS,SS,Pittsburgh Pirates,sa547735,R,SS
avilaal01,C1,8/6/2009,30115,Alex Avila,Alex Avila,Alex Avila,L,avilaal01,avila001,C,8550,Álex Ávila,Alex Avila,C,Alex Avila,1987,488671,Alex Avila,Alex Avila,6.061,1660422,8550,CWS,58899,C,C,Chicago White Sox,7476,R,C
burneal01,,4/8/2010,30410,Alex Burnett,Alex Burnett,Alex Burnett,R,burneal01,burna002,RP,8698,Alex Burnett,Alex Burnett,RP,Alex Burnett,1987,488751,Alex Burnett,Alex Burnett,-1,1670990,8698,CHC,49272,RP,P,Chicago Cubs,4065,R,P
casteal01,,5/31/2012,31372,Alex Castellanos,Alex Castellanos,Alex Castellanos,R,casteal01,casta003,LF,9203,Álex Castellanos,Alex Castellanos,LF/RF,Alex Castellanos,1986,543008,Alex Castellanos,Alex Castellanos,-1,1810665,9203,SD,58239,LF,OF,San Diego Padres,7223,R,RF
claudal01,,8/13/2014,33628,Alex Claudio,Alex Claudio,Alex Claudio,L,claudal01,claua001,RP,9787,Álex Cláudio,Alex Claudio,RP,Alex Claudio,1992,592222,Alex Claudio,Alex Claudio,0.133,2143302,9787,TEX,66960,RP,P,Texas Rangers,12890,L,P
cobbal01,SP2,5/1/2011,31086,Alex Cobb,Alex Cobb,Alex Cobb,R,cobbal01,cobba001,SP,8918,Alex Cobb,Alex Cobb,SP,Alex Cobb,1987,502171,Alex Cobb,Alex Cobb,4.061,1784973,8918,TB,50167,SP,P,Tampa Bay Rays,6562,R,P
colomal01,RP4,5/30/2013,31255,Alex Colome,Alex Colome,Alex Colome,R,colomal01,coloa001,RP,9413,Álex Colomé,Alex Colome,SP,Alex Colome,1988,517008,Alex Colome,Alex Colome,1.118,1739607,9413,TB,55735,RP,P,Tampa Bay Rays,6661,R,P
dickeal01,LF2,8/6/2015,32956,Alex Dickerson,Alex Dickerson,Alex Dickerson,L,,dicka001,LF,9617,Alex Dickerson,Alex Dickerson,RF,Alex Dickerson,1990,543105,Alex Dickerson,Alex Dickerson,0.036,2050338,9617,SD,65961,LF,RF,San Diego Padres,12649,L,RF
gonzaal02,,8/25/1998,3916,Alex Gonzalez,Alex Gonzalez,Alex Gonzalez,R,gonzaal02,gonza002,SS,6077,Álex González,Alex Gonzalez,SS,Alex Gonzalez,1977,136460,Alex Gonzalez,Alex Gonzalez,-1,18477,6077,DET,502,SS,SS,Detroit Tigers,520,R,SS
gordoal01,LF1,4/2/2007,28636,Alex Gordon,Alex Gordon,Alex Gordon,L,gordoal01,gorda001,LF,7907,Alex Gordon,Alex Gordon,LF,Alex Gordon,1984,460086,Alex Gordon,Alex Gordon,8.092,593271,7907,KC,52054,LF,LF,Kansas City Royals,5209,R,LF
guerral01,3B4,3/22/2014,33096,Alex Guerrero,Alex Guerrero,Alex Guerrero,R,guerral01,guera001,LF,9539,Alex Guerrero,Alex Guerrero,LF/3B,Alex Guerrero,1986,648717,Alex Guerrero,Alex Guerrero,1.031,2106651,9539,LAD,53590,LF,LF,Los Angeles Dodgers,15670,R,LF
hassaal01,,6/1/2014,30770,Alex Hassan,Alex Hassan,Alex Hassan,R,hassaal01,hassa002,RF,9715,Alex Hassan,Alex Hassan,RF,Alex Hassan,1988,572910,Alex Hassan,Alex Hassan,-1,1740944,9715,OAK,60258,RF,RF,Oakland Athletics,9959,R,RF
liddial01,,9/7/2011,29493,Alex Liddi,Alex Liddi,Alex Liddi,R,liddial01,lidda001,1B,9065,Alex Liddi,Alex Liddi,1B/3B,Alex Liddi,1988,499926,Alex Liddi,Alex Liddi,-1,1667060,9065,BAL,51542,3B,1B,Baltimore Orioles,5411,R,1B
meyeral01,,6/26/2015,32173,Alex Meyer,Alex Meyer,Alex Meyer,R,,meyea001,RP,9332,Alex Meyer,Alex Meyer,RP,Alex Meyer,1990,543542,Alex Meyer,Alex Meyer,0.008,1894638,9332,MIN,70760,RP,P,Minnesota Twins,12833,R,P
preslal01,,9/8/2010,29683,Alex Presley,Alex Presley,Alex Presley,L,preslal01,presa001,CF,8823,Alex Presley,Alex Presley,LF/CF,Alex Presley,1985,502100,Alex Presley,Alex Presley,-1,1603038,8823,HOU,50126,CF,LF,Houston Astros,5305,L,LF
riosal01,,5/27/2004,5880,Alex Rios,Alex Rios,Alex Rios,R,riosal01,riosa002,RF,7254,Álex Ríos,Alex Rios,RF/CF,Alex Rios,1981,425567,Alex Rios,Alex Rios,-1,383411,7254,KC,31640,RF,RF,Kansas City Royals,2090,R,RF
rodrial01,DH1,7/8/1994,3115,Alex Rodriguez,Alex Rodriguez,Alex Rodriguez,R,rodrial01,rodra001,DH,5275,Álex Rodríguez,Alex Rodriguez,3B,Alex Rodriguez,1975,121347,Alex Rodriguez,Alex Rodriguez,21.011,8023,5275,NYY,1292,DH,3B,New York Yankees,1274,R,DH
sanabal01,,6/24/2010,30941,Alex Sanabia,Alex Sanabia,Alex Sanabia,R,sanabal01,sanaa001,SP,8750,Alex Sanabia,Alex Sanabia,SP,Alex Sanabia,1988,502253,Alex Sanabia,Alex Sanabia,-1,1755082,8750,ARI,50207,SP,P,Arizona Diamondbacks,5350,R,P
torreal01,RP9,7/18/2011,31125,Alex Torres,Alex Torres,Alex Torres,L,torreal01,torra002,RP,8991,Álex Torres,Alex Torres,RP,Alex Torres,1987,456776,Alex Torres,Alex Torres,-1,1663351,8991,NYM,52546,RP,P,New York Mets,7038,L,P
whiteal01,,4/30/2011,30446,Alex White,Alex White,Alex White,R,whiteal01,whita001,SP,8916,Alex White,Alex White,SP,Alex White,1988,502229,Alex White,Alex White,-1,1732488,8916,HOU,65814,SP,P,Houston Astros,10054,R,P
wilsoal01,RP3,4/11/2013,31557,Alex Wilson,Alex Wilson,Alex Wilson,R,wilsoal01,wilsa001,RP,9364,Alex Wilson,Alex Wilson,RP,Alex Wilson,1986,543935,Alex Wilson,Alex Wilson,2.038,1799270,9364,DET,60051,RP,P,Detroit Tigers,9239,R,P
woodal02,SP6,5/30/2013,32620,Alex Wood,Alex Wood,Alex Wood,R,woodal02,wooda002,SP,9415,Alex Wood,Alex Wood,SP,Alex Wood,1991,622072,Alex Wood,Alex Wood,2.123,2036154,9415,LAD,100718,SP,P,Los Angeles Dodgers,13781,L,P
ramiral03,SS1,3/31/2008,28952,Alexei Ramirez,Alexei Ramirez,Alexei Ramirez,R,ramiral03,ramia003,SS,8169,Alexei Ramírez,Alexei Ramirez,SS,Alexei Ramirez,1981,493351,Alexei Ramirez,Alexei Ramirez,8.0,1507970,8169,SD,51421,SS,SS,San Diego Padres,5133,R,SS
amarial01,SS2,4/26/2011,30562,Alexi Amarista,Alexi Amarista,Alexi Amarista,L,amarial01,amara001,SS,8914,Alexi Amarista,Alexi Amarista,SS,Alexi Amarista,1989,506560,Alexi Amarista,Alexi Amarista,4.053,1735053,8914,SD,55889,SS,SS,San Diego Padres,9063,R,SS
casilal01,,9/1/2006,28575,Alexi Casilla,Alexi Casilla,Alexi Casilla,S,casilal01,casia001,3B,7855,Alexi Casilla,Alexi Casilla,2B/SS,Alexi Casilla,1984,458210,Alexi Casilla,Alexi Casilla,-1,1103724,7855,TB,45799,3B,2B,Tampa Bay Rays,5248,R,2B
ogandal01,RP4,6/15/2010,30549,Alexi Ogando,Alexi Ogando,Alexi Ogando,R,ogandal01,ogana001,RP,8743,Alexi Ogando,Alexi Ogando,RP/SP,Alexi Ogando,1983,468396,Alexi Ogando,Alexi Ogando,-1,1174266,8743,BOS,49910,RP,P,Boston Red Sox,10261,R,P
aceveal01,,8/31/2008,29223,Alfredo Aceves,Alfredo Aceves,Alfredo Aceves,R,aceveal01,aceva001,RP,8336,Alfredo Aceves,Alfredo Aceves,RP/SP,Alfredo Aceves,1982,469686,Alfredo Aceves,Alfredo Aceves,-1,1638980,8336,NYY,46928,RP,P,New York Yankees,5164,R,P
figaral01,,6/20/2009,30067,Alfredo Figaro,Alfredo Figaro,Alfredo Figaro,R,figaral01,figaa001,RP,8513,Alfredo Figaro,Alfredo Figaro,RP/SP,Alfredo Figaro,1984,451628,Alfredo Figaro,Alfredo Figaro,-1,1654334,8513,TEX,52453,RP,P,Texas Rangers,8404,R,P
,,,34844,Alfredo Gonzalez,Alfredo Gonzalez,,R,,,C,,,Alfredo Gonzalez,,,1992,554054,Alfredo Gonzalez,,0,2210083,,HOU,69201,C,,Houston Astros,sa505301,R,C
