bref_id,mlb_depth,debut,espn_id,cbs_name,mlb_name,bref_name,bats,lahman_id,retro_id,espn_pos,nfbc_id,yahoo_name,espn_name,yahoo_pos,nfbc_name,birth_year,mlb_id,fg_name,retro_name,wb_years,cbs_id,yahoo_id,mlb_team,bp_id,cbs_pos,nfbc_pos,mlb_team_long,fg_id,throws,mlb_pos
loughda01,,9/1/2012,30528,David Lough,David Lough,David Lough,L,loughda01,lougd001,LF,8663,David Lough,David Lough,LF/CF,David Lough,1986,518953,David Lough,David Lough,2.149,1732909,8663,BAL,55984,LF,LF,Baltimore Orioles,7215,L,LF
martida02,,8/21/2013,33040,David Martinez,David Martinez,David Martinez,R,martida02,martd005,RP,9497,David Martínez,David Martinez,RP,David Martinez,1987,451075,David Martinez,David Martinez,-1,2049985,9497,HOU,48217,RP,P,Houston Astros,8893,R,P
murphda07,LF3,9/2/2006,28582,David Murphy,David Murphy,David Murphy,L,murphda07,murpd005,LF,7862,David Murphy,David Murphy,LF/RF,David Murphy,1981,461815,David Murphy,David Murphy,-1,486548,7862,LAA,45458,LF,LF,Los Angeles Angels,6035,L,LF
ortizda01,DH1,9/2/1997,3748,David Ortiz,David Ortiz,David Ortiz,L,ortizda01,ortid001,DH,5909,David Ortiz,David Ortiz,DH,David Ortiz,1975,120074,David Ortiz,David Ortiz,17.048,8236,5909,BOS,1499,DH,DH,Boston Red Sox,745,L,DH
pauleda01,,5/31/2006,28478,David Pauley,David Pauley,David Pauley,R,pauleda01,pauld001,RP,7782,David Pauley,David Pauley,RP,David Pauley,1983,456102,David Pauley,David Pauley,-1,580598,7782,TOR,40843,SP,P,Toronto Blue Jays,3625,R,P
,,,34846,David Paulino,David Paulino,,R,,,SP,,,David Paulino,,,1994,600944,David Paulino,,0,2210085,,HOU,70418,SP,,Houston Astros,sa601330,R,P
peralda01,LF2,6/1/2014,33384,David Peralta,David Peralta,David Peralta,L,peralda01,perad001,LF,9719,David Peralta,David Peralta,LF,David Peralta,1987,444482,David Peralta,David Peralta,1.12,2119697,9719,ARI,52260,LF,LF,Arizona Diamondbacks,2136,L,LF
phelpda01,SP6,4/8/2012,31124,David Phelps,David Phelps,David Phelps,R,phelpda01,pheld001,SP,9148,David Phelps,David Phelps,SP,David Phelps,1986,475479,David Phelps,David Phelps,3.156,1800944,9148,MIA,58268,SP,P,Miami Marlins,6316,R,P
priceda01,SP1,9/14/2008,28958,David Price,David Price,David Price,L,priceda01,pricd001,SP,8175,David Price,David Price,SP,David Price,1985,456034,David Price,David Price,6.164,1232130,8175,BOS,54694,SP,P,Boston Red Sox,3184,L,P
purceda01,,4/18/2008,28972,David Purcey,David Purcey,David Purcey,L,purceda01,purcd001,RP,8189,David Purcey,David Purcey,RP/SP,David Purcey,1982,453515,David Purcey,David Purcey,-1,547431,8189,CWS,45607,SP,P,Chicago White Sox,8360,L,P
roberda08,RP1,6/29/2008,29172,David Robertson,David Robertson,David Robertson,R,roberda08,robed002,RP,8287,David Robertson,David Robertson,RP,David Robertson,1985,502085,David Robertson,David Robertson,7.07,1622557,8287,CWS,57235,RP,P,Chicago White Sox,8241,R,P
rollida01,RP10,7/4/2015,33666,David Rollins,David Rollins,David Rollins,L,,rolld002,RP,9908,David Rollins,David Rollins,RP,David Rollins,1989,543716,David Rollins,David Rollins,1.0,2121438,9908,SEA,68434,RP,P,Seattle Mariners,11928,L,P
rossda01,C2,6/29/2002,5206,David Ross,David Ross,David Ross,R,rossda01,rossd001,C,6956,David Ross,David Ross,C,David Ross,1977,424325,David Ross,David Ross,13.001,288982,6956,CHC,379,C,C,Chicago Cubs,1551,R,C
wrighda03,3B1,7/21/2004,6035,David Wright,David Wright,David Wright,R,wrighda03,wrigd002,3B,7382,David Wright,David Wright,3B,David Wright,1982,431151,David Wright,David Wright,11.075,483349,7382,NYM,31514,3B,3B,New York Mets,3787,R,3B
vicieda01,,6/20/2010,30103,Dayan Viciedo,Dayan Viciedo,Dayan Viciedo,R,vicieda01,vicid001,RF,8398,Dayan Viciedo,Dayan Viciedo,RF/LF,Dayan Viciedo,1989,493364,Dayan Viciedo,Dayan Viciedo,-1,1655262,8398,TOR,55376,3B,RF,Toronto Blue Jays,3917,R,OF
annade01,,4/4/2014,30851,Dean Anna,Dean Anna,Dean Anna,L,annade01,annad001,SS,9654,Dean Anna,Dean Anna,SS/2B,Dean Anna,1986,542883,Dean Anna,Dean Anna,-1,1741372,9654,STL,58021,SS,SS,St. Louis Cardinals,8353,R,SS
,,,33769,Dean Kiekhefer,Dean Kiekhefer,,L,,,RP,,,Dean Kiekhefer,,,1989,518883,Dean Kiekhefer,,0,2121115,,STL,65881,RP,,St. Louis Cardinals,sa526393,L,P
gordode01,2B1,6/6/2011,30726,Dee Gordon,Dee Gordon,Dee Gordon,L,gordode01,gordd002,2B,8863,Dee Gordon,Dee Gordon,2B,Dee Gordon,1988,543829,Dee Gordon,Dee Gordon,3.154,1667054,8863,MIA,58880,2B,2B,Miami Marlins,8203,R,2B
deshide02,CF1,4/8/2015,31360,Delino DeShields,Delino DeShields,Delino DeShields,R,,deshd002,CF,9574,Delino DeShields,Delino DeShields,CF/LF,Delino DeShields,1992,592261,Delino Deshields,Delino DeShields,1.0,1762815,9574,TEX,66975,CF,CF,Texas Rangers,11379,R,LF
betande01,RP3,9/22/2011,31122,Dellin Betances,Dellin Betances,Dellin Betances,R,betande01,betad001,RP,9063,Dellin Betances,Dellin Betances,RP,Dellin Betances,1988,476454,Dellin Betances,Dellin Betances,2.078,1623765,9063,NYY,49775,RP,P,New York Yankees,6216,R,P
youngde03,,8/29/2006,6138,Delmon Young,Delmon Young,Delmon Young,R,youngde03,yound003,RF,7467,Delmon Young,Delmon Young,RF/LF,Delmon Young,1985,430321,Delmon Young,Delmon Young,-1,435069,7467,BAL,45493,RF,RF,Baltimore Orioles,2140,R,RF
spande01,CF1,4/6/2008,29087,Denard Span,Denard Span,Denard Span,L,spande01,spand001,CF,8213,Denard Span,Denard Span,CF,Denard Span,1984,452655,Denard Span,Denard Span,7.111,549986,8213,SF,46626,CF,CF,San Francisco Giants,8347,L,CF
phippde01,,9/3/2012,30808,Denis Phipps,Denis Phipps,Denis Phipps,R,phippde01,phipd001,RF,9283,Denis Phipps,Denis Phipps,RF,Denis Phipps,1985,464426,Denis Phipps,Denis Phipps,-1,1740991,9283,CIN,52171,RF,OF,Cincinnati Reds,6968,R,RF
guerrde01,RP8,6/27/2015,29430,Deolis Guerra,Deolis Guerra,Deolis Guerra,R,,guerd001,SP,10012,Deolis Guerra,Deolis Guerra,RP,Deolis Guerra,1989,500610,Deolis Guerra,Deolis Guerra,-1,1262688,10012,LAA,51574,SP,P,Los Angeles Angels,8410,R,P
dietrde01,LF2,5/8/2013,31784,Derek Dietrich,Derek Dietrich,Derek Dietrich,L,dietrde01,dietd001,LF,9391,Derek Dietrich,Derek Dietrich,LF/3B,Derek Dietrich,1989,518618,Derek Dietrich,Derek Dietrich,1.151,2042435,9391,MIA,65867,LF,LF,Miami Marlins,10542,R,3B
hollade01,SP4,4/22/2009,30148,Derek Holland,Derek Holland,Derek Holland,S,hollade01,holld003,SP,8406,Derek Holland,Derek Holland,SP,Derek Holland,1986,502706,Derek Holland,Derek Holland,6.12,1630081,8406,TEX,56468,SP,P,Texas Rangers,4141,L,P
,,,33139,Derek Law,Derek Law,,R,,,RP,,,Derek Law,,,1990,571882,Derek Law,,0,2114069,,SF,70359,RP,,San Francisco Giants,sa502368,R,P
norride01,C1,6/21/2012,30608,Derek Norris,Derek Norris,Derek Norris,R,norride01,norrd001,C,8876,Derek Norris,Derek Norris,C,Derek Norris,1989,519083,Derek Norris,Derek Norris,3.102,1669888,8876,SD,57013,C,C,San Diego Padres,6867,R,C
robinde02,,4/5/2013,30119,Derrick Robinson,Derrick Robinson,Derrick Robinson,S,robinde02,robid002,LF,9359,Derrick Robinson,Derrick Robinson,LF,Derrick Robinson,1987,501961,Derrick Robinson,Derrick Robinson,-1,1660454,9359,CIN,50064,LF,OF,Cincinnati Reds,2784,L,LF
jennide01,LF2,9/1/2010,30493,Desmond Jennings,Desmond Jennings,Desmond Jennings,R,jennide01,jennd002,LF,8651,Desmond Jennings,Desmond Jennings,LF/CF,Desmond Jennings,1986,457775,Desmond Jennings,Desmond Jennings,4.101,1623772,8651,TB,51994,LF,LF,Tampa Bay Rays,1965,R,LF
heathde01,,9/1/2012,31350,Deunte Heath,Deunte Heath,Deunte Heath,R,heathde01,heatd001,RP,9230,Deunte Heath,Deunte Heath,RP,Deunte Heath,1985,445177,Deunte Heath,Deunte Heath,-1,1810104,9230,CWS,53658,RP,P,Chicago White Sox,7371,R,P
marrede01,SS3,6/28/2015,32660,Deven Marrero,Deven Marrero,Deven Marrero,R,,marrd001,2B,10009,Deven Marrero,Deven Marrero,2B/SS,Deven Marrero,1990,571918,Deven Marrero,Deven Marrero,0.06,2041863,10009,BOS,70360,2B,2B,Boston Red Sox,13325,R,SS
mesorde01,C1,9/3/2011,29950,Devin Mesoraco,Devin Mesoraco,Devin Mesoraco,R,mesorde01,mesod001,C,8851,Devin Mesoraco,Devin Mesoraco,C,Devin Mesoraco,1988,519023,Devin Mesoraco,Devin Mesoraco,4.028,1660451,8851,CIN,56104,C,C,Cincinnati Reds,5666,R,C
travide01,2B3,4/6/2015,32938,Devon Travis,Devon Travis,Devon Travis,R,,travd001,2B,9572,Devon Travis,Devon Travis,2B,Devon Travis,1991,581527,Devon Travis,Devon Travis,1.0,2049815,9572,TOR,100193,2B,2B,Toronto Blue Jays,13862,R,2B
wisede01,,4/6/2000,4281,Dewayne Wise,Dewayne Wise,Dewayne Wise,L,wisede01,wised001,CF,6442,Dewayne Wise,Dewayne Wise,CF,Dewayne Wise,1978,276547,DeWayne Wise,Dewayne Wise,-1,174760,6442,CWS,1023,OF,OF,Chicago White Sox,1554,L,OF
fowlede01,CF1,9/2/2008,29252,Dexter Fowler,Dexter Fowler,Dexter Fowler,S,fowlede01,fowld001,CF,8370,Dexter Fowler,Dexter Fowler,CF,Dexter Fowler,1986,451594,Dexter Fowler,Dexter Fowler,6.168,1208709,8370,CHC,47493,CF,CF,Chicago Cubs,4062,R,CF
,,,33706,Dian Toscano,Dian Toscano,,L,,,LF,,,Dian Toscano,,,1989,661281,Dian Toscano,,0,2167055,,ATL,105429,LF,,Atlanta Braves,17199,L,OF
gregodi01,SS1,9/5/2012,31376,Didi Gregorius,Didi Gregorius,Didi Gregorius,L,gregodi01,gregd001,SS,9282,Didi Gregorius,Didi Gregorius,SS,Didi Gregorius,1990,544369,Didi Gregorius,Didi Gregorius,2.159,1810724,9282,NYY,58809,SS,SS,New York Yankees,6012,R,SS
morendi01,,6/22/2015,33775,Diego Moreno,Diego Moreno,Diego Moreno,R,,mored001,RP,10008,Diego Moreno,Diego Moreno,RP,Diego Moreno,1987,514981,Diego Moreno,Diego Moreno,-1,2167517,10008,NYY,56150,RP,P,New York Yankees,6238,R,P
geedi01,SP7,9/7/2010,30139,Dillon Gee,Dillon Gee,Dillon Gee,R,geedi01,gee-d001,SP,8816,Dillon Gee,Dillon Gee,SP,Dillon Gee,1986,518716,Dillon Gee,Dillon Gee,-1,1661428,8816,NYM,56334,SP,P,New York Mets,7396,R,P
herredi01,2B2,8/29/2014,33091,Dilson Herrera,Dilson Herrera,Dilson Herrera,R,herredi01,herrd002,2B,9800,Dilson Herrera,Dilson Herrera,2B/SS,Dilson Herrera,1994,599096,Dilson Herrera,Dilson Herrera,0.119,2118134,9800,NYM,69012,2B,2B,New York Mets,14335,R,2B
navardi01,C2,9/7/2004,5902,Dioner Navarro,Dioner Navarro,Dioner Navarro,S,navardi01,navad001,C,7276,Dioner Navarro,Dioner Navarro,C,Dioner Navarro,1984,425900,Dioner Navarro,Dioner Navarro,9.091,387245,7276,CWS,40216,C,C,Chicago White Sox,3179,R,C
machadi01,,5/25/2015,31188,Dixon Machado,Dixon Machado,Dixon Machado,R,,machd001,SS,9972,Dixon Machado,Dixon Machado,SS/2B,Dixon Machado,1992,553988,Dixon Machado,Dixon Machado,0.038,1804067,9972,DET,66105,SS,SS,Detroit Tigers,11472,R,SS
lemahdj01,2B1,5/30/2011,30765,DJ LeMahieu,DJ LeMahieu,DJ LeMahieu,R,lemahdj01,lemad001,2B,8949,DJ LeMahieu,DJ LeMahieu,2B/3B,DJ LeMahieu,1988,518934,DJ LeMahieu,DJ LeMahieu,3.128,1740958,8949,COL,59339,2B,2B,Colorado Rockies,9874,R,2B
,,,33660,Domingo German,Domingo German,,R,,,SP,10069,Domingo Germán,Domingo German,SP,Domingo German,1992,593334,Domingo German,,0,2167483,10069,NYY,67182,SP,P,New York Yankees,sa548637,R,P
santado01,CF2,7/1/2014,31931,Domingo Santana,Domingo Santana,Domingo Santana,R,santado01,santd002,RF,9753,Domingo Santana,Domingo Santana,RF/LF,Domingo Santana,1992,570267,Domingo Santana,Domingo Santana,0.079,1958810,9753,MIL,60423,RF,RF,Milwaukee Brewers,10348,R,RF
leonedo01,,4/6/2014,33155,Dominic Leone,Dominic Leone,Dominic Leone,R,leonedo01,leond003,RP,9666,Dominic Leone,Dominic Leone,RP,Dominic Leone,1991,608678,Dominic Leone,Dominic Leone,1.04,2117118,9666,ARI,100305,RP,P,Arizona Diamondbacks,13763,R,P
browndo01,LF2,7/28/2010,29673,Domonic Brown,Domonic Brown,Domonic Brown,L,browndo01,browd004,RF,8644,Domonic Brown,Domonic Brown,RF,Domonic Brown,1987,502126,Domonic Brown,Domonic Brown,-1,1597678,8644,PHI,50138,RF,RF,Philadelphia Phillies,3154,L,RF
kellydo01,,4/2/2007,28730,Don Kelly,Don Kelly,Don Kelly,L,kellydo01,kelld001,LF,7998,Don Kelly,Don Kelly,3B/RF,Don Kelly,1980,430603,Don Kelly,Don Kelly,-1,448411,7998,MIA,37860,3B,3B,Miami Marlins,2216,R,3B
lutzdo01,,4/29/2013,32084,Donald Lutz,Donald Lutz,Donald Lutz,L,lutzdo01,lutzd001,LF,9384,Donald Lutz,Donald Lutz,1B/LF,Donald Lutz,1989,544371,Donald Lutz,Donald Lutz,-1,1915313,9384,CIN,58850,LF,1B,Cincinnati Reds,10154,R,1B
roachdo01,,4/2/2014,31407,Donn Roach,Donn Roach,Donn Roach,R,roachdo01,roacd001,SP,9662,Donn Roach,Donn Roach,RP,Donn Roach,1989,543698,Donn Roach,Donn Roach,-1,1811746,9662,TOR,65987,SP,P,Toronto Blue Jays,10620,R,P
josepdo01,,7/11/2013,31030,Donnie Joseph,Donnie Joseph,Donnie Joseph,L,josepdo01,josed001,RP,9460,Donnie Joseph,Donnie Joseph,RP,Donnie Joseph,1987,548348,Donnie Joseph,Donnie Joseph,-1,1797886,9460,MIA,60416,RP,P,Miami Marlins,6491,L,P
murphdo01,,9/18/2004,6130,Donnie Murphy,Donnie Murphy,Donnie Murphy,R,murphdo01,murpd004,2B,7459,Donnie Murphy,Donnie Murphy,2B/SS,Donnie Murphy,1983,430906,Donnie Murphy,Donnie Murphy,-1,393372,7459,TEX,40112,SS,2B,Texas Rangers,4704,R,2B
vealdo01,,4/7/2009,30142,Donnie Veal,Donnie Veal,Donnie Veal,L,vealdo01,veald001,RP,8434,Donnie Veal,Donnie Veal,RP,Donnie Veal,1984,453264,Donnie Veal,Donnie Veal,-1,1179745,8434,ATL,49122,RP,P,Atlanta Braves,4741,L,P
handdo01,,5/26/2013,31185,Donovan Hand,Donovan Hand,Donovan Hand,R,handdo01,handd001,RP,9407,Donovan Hand,Donovan Hand,RP,Donovan Hand,1986,518764,Donovan Hand,Donovan Hand,-1,1804108,9407,CIN,57222,RP,P,Cincinnati Reds,8728,R,P
solando01,,5/21/2012,29703,Donovan Solano,Donovan Solano,Donovan Solano,R,solando01,solad001,3B,9190,Dónovan Solano,Donovan Solano,SS/2B,Donovan Solano,1987,456781,Donovan Solano,Donovan Solano,-1,1666544,9190,MIA,48772,3B,SS,Miami Marlins,8623,R,3B
bernido01,,6/17/2008,29159,Doug Bernier,Doug Bernier,Doug Bernier,R,bernido01,bernd001,3B,8274,Doug Bernier,Doug Bernier,3B/2B,Doug Bernier,1980,448674,Doug Bernier,Doug Bernier,-1,393544,8274,MIN,32724,3B,3B,Minnesota Twins,4518,R,SS
fistedo01,SP4,8/8/2009,30370,Doug Fister,Doug Fister,Doug Fister,L,fistedo01,fistd001,SP,8554,Doug Fister,Doug Fister,SP,Doug Fister,1984,450729,Doug Fister,Doug Fister,6.058,1699360,8554,HOU,52353,SP,P,Houston Astros,9425,R,P
brittdr01,,7/20/2013,31257,Drake Britton,Drake Britton,Drake Britton,L,brittdr01,britd001,RP,9463,Drake Britton,Drake Britton,RP,Drake Britton,1989,518493,Drake Britton,Drake Britton,-1,1804447,9463,CHC,58100,RP,P,Chicago Cubs,2868,L,P
buterdr01,C2,4/9/2010,29436,Drew Butera,Drew Butera,Drew Butera,R,buterdr01,buted001,C,8696,Drew Butera,Drew Butera,C,Drew Butera,1983,460077,Drew Butera,Drew Butera,5.018,593268,8696,KC,47155,C,C,Kansas City Royals,3411,R,C
carpean01,,8/27/2008,29221,Andrew J. Carpenter,Drew Carpenter,Drew Carpenter,R,carpean01,carpa001,SP,8335,Drew Carpenter,Drew Carpenter,RP,Drew Carpenter,1985,502165,Andrew Carpenter,Andrew Carpenter,-1,1638973,8335,TOR,50164,RP,P,Toronto Blue Jays,9533,R,P
hutchdr01,SP8,4/21/2012,31462,Drew Hutchison,Drew Hutchison,Drew Hutchison,L,hutchdr01,hutcd001,SP,9158,Drew Hutchison,Drew Hutchison,SP,Drew Hutchison,1990,571800,Drew Hutchison,Drew Hutchison,3.128,1812898,9158,TOR,66556,SP,P,Toronto Blue Jays,10732,R,P
pomerdr01,RP4,9/11/2011,31010,Drew Pomeranz,Drew Pomeranz,Drew Pomeranz,R,pomerdr01,pomed001,SP,9068,Drew Pomeranz,Drew Pomeranz,SP/RP,Drew Pomeranz,1988,519141,Drew Pomeranz,Drew Pomeranz,3.013,1765810,9068,SD,68404,SP,P,San Diego Padres,11426,L,P
rucindr01,,7/10/2014,33619,Drew Rucinski,Drew Rucinski,Drew Rucinski,R,rucindr01,rucid001,RP,9763,Drew Rucinski,Drew Rucinski,RP,Drew Rucinski,1988,607968,Drew Rucinski,Drew Rucinski,-1,2136146,9763,LAA,70168,RP,P,Los Angeles Angels,12499,R,P
smylydr01,SP4,4/12/2012,31816,Drew Smyly,Drew Smyly,Drew Smyly,L,smylydr01,smyld001,SP,9140,Drew Smyly,Drew Smyly,SP,Drew Smyly,1989,592767,Drew Smyly,Drew Smyly,3.154,1840445,9140,TB,68688,SP,P,Tampa Bay Rays,11760,L,P
storedr01,RP1,5/17/2010,30534,Drew Storen,Drew Storen,Drew Storen,S,storedr01,stord001,RP,8618,Drew Storen,Drew Storen,RP,Drew Storen,1987,519322,Drew Storen,Drew Storen,5.14,1724102,8618,TOR,59345,RP,P,Toronto Blue Jays,6983,R,P
stubbdr01,,8/19/2009,29611,Drew Stubbs,Drew Stubbs,Drew Stubbs,R,stubbdr01,stubd001,CF,8528,Drew Stubbs,Drew Stubbs,CF/RF,Drew Stubbs,1984,453211,Drew Stubbs,Drew Stubbs,-1,1114754,8528,TEX,51938,CF,CF,Texas Rangers,9328,R,CF
verhadr01,RP6,7/19/2014,33121,Drew VerHagen,Drew VerHagen,Drew VerHagen,R,verhadr01,verhd001,RP,9767,Drew VerHagen,Drew VerHagen,RP,Drew VerHagen,1990,572403,Drew VerHagen,Drew VerHagen,0.079,2113508,9767,DET,100188,RP,P,Detroit Tigers,13424,R,P
belowdu01,,7/20/2011,31132,Duane Below,Duane Below,Duane Below,L,belowdu01,belod001,RP,8993,Duane Below,Duane Below,RP,Duane Below,1985,502102,Duane Below,Duane Below,-1,1784663,8993,MIA,50127,RP,P,Miami Marlins,3124,L,P
welkedu01,,6/23/2013,32652,Duke Welker,Duke Welker,Duke Welker,L,welkedu01,welkd001,RP,9390,Duke Welker,Duke Welker,RP,Duke Welker,1986,444992,Duke Welker,Duke Welker,-1,1915131,9390,PIT,55418,RP,P,Pittsburgh Pirates,792,R,P
ackledu01,LF3,6/17/2011,30372,Dustin Ackley,Dustin Ackley,Dustin Ackley,L,ackledu01,ackld001,LF,8648,Dustin Ackley,Dustin Ackley,LF/CF,Dustin Ackley,1988,554429,Dustin Ackley,Dustin Ackley,4.087,1699742,8648,NYY,61057,LF,LF,New York Yankees,10099,R,LF
garnedu01,C2,8/20/2015,33257,Dustin Garneau,Dustin Garneau,Dustin Garneau,R,,garnd001,C,10051,Dustin Garneau,Dustin Garneau,C,Dustin Garneau,1987,572863,Dustin Garneau,Dustin Garneau,0.047,2117267,10051,COL,60238,C,C,Colorado Rockies,9433,R,C
mcgowdu01,,7/30/2005,5919,Dustin McGowan,Dustin McGowan,Dustin McGowan,R,mcgowdu01,mcgod001,RP,7294,Dustin McGowan,Dustin McGowan,RP/SP,Dustin McGowan,1982,430661,Dustin McGowan,Dustin McGowan,-1,223562,7294,PHI,31635,RP,P,Philadelphia Phillies,8600,R,P
pedrodu01,2B1,8/22/2006,6393,Dustin Pedroia,Dustin Pedroia,Dustin Pedroia,R,pedrodu01,pedrd001,2B,7631,Dustin Pedroia,Dustin Pedroia,2B,Dustin Pedroia,1983,456030,Dustin Pedroia,Dustin Pedroia,9.041,547429,7631,BOS,45464,2B,2B,Boston Red Sox,8370,R,2B
colemdu01,,7/3/2015,31307,Dusty Coleman,Dusty Coleman,Dusty Coleman,R,,coled002,3B,10020,Dusty Coleman,Dusty Coleman,3B,Dusty Coleman,1987,543038,Dustin Coleman,Dusty Coleman,-1,1808024,10020,KC,58159,SS,3B,Kansas City Royals,8979,R,3B
axelrdy01,,9/7/2011,29727,Dylan Axelrod,Dylan Axelrod,Dylan Axelrod,R,axelrdy01,axeld001,RP,9060,Dylan Axelrod,Dylan Axelrod,RP/SP,Dylan Axelrod,1985,518420,Dylan Axelrod,Dylan Axelrod,-1,1600752,9060,CIN,55929,RP,P,Cincinnati Reds,9303,R,P
,,,34867,Dylan Baker,Dylan Baker,,R,,,SP,,,Dylan Baker,,,1992,621173,Dylan Baker,,0,2210218,,CLE,100532,SP,,Cleveland Indians,sa658002,R,P
bundydy01,,9/23/2012,32094,Dylan Bundy,Dylan Bundy,Dylan Bundy,S,bundydy01,bundd001,SP,9125,Dylan Bundy,Dylan Bundy,RP,Dylan Bundy,1992,605164,Dylan Bundy,Dylan Bundy,-1,1894623,9125,BAL,70753,SP,P,Baltimore Orioles,12917,R,P
easleed01,,5/29/2015,29789,Ed Easley,Ed Easley,Ed Easley,R,,easle001,C,9923,Ed Easley,Ed Easley,C,Ed Easley,1985,446225,Edward Easley,Ed Easley,-1,1531177,9923,STL,56211,C,C,St. Louis Cardinals,2487,R,C
lucased01,3B5,5/30/2013,30818,Ed Lucas,Ed Lucas,Ed Lucas,R,lucased01,lucae001,2B,9412,Ed Lucas,Ed Lucas,2B/SS,Ed Lucas,1982,448296,Ed Lucas,Ed Lucas,-1,1741052,9412,TEX,48159,2B,2B,Texas Rangers,7532,R,2B
butleed01,SP8,6/6/2014,32831,Eddie Butler,Eddie Butler,Eddie Butler,R,butleed01,butle001,SP,9566,Eddie Butler,Eddie Butler,SP,Eddie Butler,1991,572750,Eddie Butler,Eddie Butler,0.149,2044496,9566,COL,99938,SP,P,Colorado Rockies,13453,R,P
,,,33097,Eddie Gamboa,Eddie Gamboa,,R,,,SP,9849,Eddie Gamboa,Eddie Gamboa,SP,Eddie Gamboa,1984,543195,Eddie Gamboa,,0,2068027,9849,BAL,57874,SP,P,Baltimore Orioles,sa455163,R,P
rosared01,LF1,5/6/2015,31944,Eddie Rosario,Eddie Rosario,Eddie Rosario,L,,rosae001,LF,9591,Eddie Rosario,Eddie Rosario,LF/RF,Eddie Rosario,1991,592696,Eddie Rosario,Eddie Rosario,0.154,1910546,9591,MIN,67098,LF,LF,Minnesota Twins,12155,R,LF
rodried04,,8/2/2012,,Eddy Rodriguez,Eddy Rodriguez,Eddy Rodriguez,R,rodried04,rodre003,,9252,Eddy Rodriguez,,C,Eddy Rodriguez,1985,453256,Eddy Rodriguez,Eddy Rodriguez,-1,1603042,9252,SD,51953,C,C,San Diego Padres,6870,R,C
gonzaed01,,6/1/2003,5498,Edgar Gonzalez,Edgar Gonzalez,Edgar Gonzalez,R,gonzaed01,gonze001,RP,7149,Édgar González,Edgar Gonzalez,RP/SP,Edgar Gonzalez,1983,429440,Edgar Gonzalez,Edgar Gonzalez,-1,399110,7149,HOU,31424,RP,P,Houston Astros,1727,R,P
ibarred01,,6/2/2015,31859,Edgar Ibarra,Edgar Ibarra,Edgar Ibarra,L,,ibare001,RP,9982,Édgar Ibarra,Edgar Ibarra,RP,Edgar Ibarra,1989,500891,Edgar Ibarra,Edgar Ibarra,-1,2107837,9982,LAA,51671,RP,P,Los Angeles Angels,5195,L,P
olmosed01,,6/3/2013,31831,Edgar Olmos,Edgar Olmos,Edgar Olmos,L,olmosed01,olmoe001,RP,9421,Édgar Olmos,Edgar Olmos,RP,Edgar Olmos,1990,543607,Edgar Olmos,Edgar Olmos,0.083,2027447,9421,CHC,58510,RP,P,Chicago Cubs,10174,L,P
escaled01,,9/10/2010,30407,Edgmer Escalona,Edgmer Escalona,Edgmer Escalona,R,escaled01,escae001,SP,8729,Edgmer Escalona,Edgmer Escalona,RP,Edgmer Escalona,1986,467850,Edgmer Escalona,Edgmer Escalona,-1,1670415,8729,SF,49901,SP,P,San Francisco Giants,8574,R,P
volqued01,SP1,8/30/2005,6401,Edinson Volquez,Edinson Volquez,Edinson Volquez,R,volqued01,volqe001,SP,7639,Edinson Vólquez,Edinson Volquez,SP,Edinson Volquez,1983,450172,Edinson Volquez,Edinson Volquez,8.059,564090,7639,KC,45621,SP,P,Kansas City Royals,3990,R,P
escobed01,SS1,9/2/2011,30272,Eduardo Escobar,Eduardo Escobar,Eduardo Escobar,S,escobed01,escoe001,SS,9054,Eduardo Escobar,Eduardo Escobar,SS/LF,Eduardo Escobar,1989,500871,Eduardo Escobar,Eduardo Escobar,3.128,1670491,9054,MIN,51653,SS,SS,Minnesota Twins,6153,R,SS
nunezed02,SS2,8/19/2010,30290,Eduardo Nunez,Eduardo Nunez,Eduardo Nunez,R,nunezed02,nunee002,SS,8789,Eduardo Núñez,Eduardo Nunez,SS/3B,Eduardo Nunez,1987,456488,Eduardo Nunez,Eduardo Nunez,4.09,1098979,8789,MIN,48318,SS,SS,Minnesota Twins,6848,R,SS
rodried05,SP4,5/28/2015,32675,Eduardo Rodriguez,Eduardo Rodriguez,Eduardo Rodriguez,L,,rodre004,SP,9546,Eduardo Rodríguez,Eduardo Rodriguez,SP,Eduardo Rodriguez,1993,593958,Eduardo Rodriguez,Eduardo Rodriguez,0.13,2042426,9546,BOS,67588,SP,P,Boston Red Sox,13164,L,P
sanched01,,4/13/2011,30575,Eduardo Sanchez,Eduardo Sanchez,Eduardo Sanchez,R,sanched01,sance001,RP,8890,Eduardo Sánchez,Eduardo Sanchez,RP,Eduardo Sanchez,1989,500674,Eduardo Sanchez,Eduardo Sanchez,-1,1733866,8890,CHC,51584,RP,P,Chicago Cubs,2966,R,P
,,,34876,Edubray Ramos,Edubray Ramos,,R,,,RP,,,Edubray Ramos,,,1992,591693,Edubray Ramos,,0,2210223,,PHI,66859,RP,,Philadelphia Phillies,sa546466,R,P
cabreed01,,6/27/2012,31727,Edwar Cabrera,Edwar Cabrera,Edwar Cabrera,L,cabreed01,cabre002,RP,9223,Edwar Cabrera,Edwar Cabrera,SP,Edwar Cabrera,1987,542369,Edwar Cabrera,Edwar Cabrera,-1,1915101,9223,TEX,58830,RP,P,Texas Rangers,9211,L,P
